text	label
人生就一次下定决心了就去做至少不要欺骗玩心计欺骗只会导致一个悲剧的上演不能化蝶飞那就化成灰等待我的是精彩还是	积极
走路走一半告诉我今天线路检修让我回家现在好想骂人	愤怒
月～日西双版纳～	积极
人山人海的刘家窑尼妈蒲黄渝封站两站人都挤到一站不说口还特么不让进一群王八蛋	愤怒
当初的愿望实现了吗事到如今只好祭奠吗任岁月风干理想再也找不回真的我	悲伤
什么也不想说了笑不可抑想想都浪费早餐没吃上游泳也没游上午饭渔味村火锅剩了一堆真是越来越不能吃了	愤怒
我不想考心理咨询师不想不愿意我讨厌考试我现在睡不着了	愤怒
保洁阿姨站在外面窗台上擦玻璃看的我腿软她们二人合作用个磁性擦擦里外一块擦因为窗户太厚擦擦总掉声音很大掉一次我抖一次	恐惧
他们对能解答的尽力予以解答不能解答的就还给上帝	无情绪
中南半岛南部主要山脉之一沿缅泰两国国界及其毗连地带延伸	无情绪
每年端午节剑井旁边争没午时水的人总是挤得密不通风	无情绪
最近喜欢上了一部韩漫看上了韩漫里的三个人	积极
大早上的刚醒就看到好消息恭喜我三姐生了个小公主公主我再一次当舅舅级别了	积极
好吧心情不美丽睡一觉就好了	悲伤
这种感觉糟透了鼻子呼吸感冒不通气嗓子呼吸疼痛干痒问题是爷还不能胶囊	悲伤
就特么一夜之间什么都变了我发现我真的特么最近这两年水逆	愤怒
令我感到最幸福就是知道每一个明天又能看见他了	积极
理性和感性不要相遇不要相遇不要相遇	恐惧
看琅琊榜看入戏了到结局靖王把盖在林殊牌位的红布揭下来的时候哭的稀里哗啦	悲伤
得不到的永远在骚动被偏爱的都有恃无恐	无情绪
今天看到小凯被一位机场保安推搡搞得小凯差点摔倒可能小凯并没放在心上但是我们很心疼那位保安大叔请你想想如果小凯父母会怎么想四叶草小螃蟹会有多心疼我们家的爱豆你不心疼我们也心疼我们疼爱的小凯就被你这样在这里我没想骂那位保安大叔只是想告诉你请注意自己的行为	愤怒
小兰你又在胡说八道了吗哦不可以这样	愤怒
失眠不知道是因为临近的比赛紧张还是说感情问题	悲伤
想了一夜的汤粉好不容易回来吃才吃了没一会就接到老爸电话听声音又是喝醉的状态我特么把手机摔出去了还让不让我吃东西了还让不让我好受点随时要报警是吗我特么吃个东西容易么嘚吧嘚吧的一个烂电话打来卧槽简直是不能忍明晚我再吃阿西吧的妈蛋	愤怒
去你妈的你们太吓人了没看到彩蛋就被赶了桑心着呢卧槽害怕	愤怒
画面自带阿宝色屏幕如此赏心悦目	积极
北京情状本已朝不保夕自袁入都后人心渐定而于外交上军政上袁尤占有优胜之势力	无情绪
其要义是围绕目标任务强调需求牵引选择技术路径明确时间节点对建设发展做出科学规划	无情绪
今天不小心被迷墙哥家的猫抓了一下花花很担心所以跑来了县的医院然后我就用我半吊子英语加翻译软件和泰国医生沟通好半天还好医生说抓的消毒就好这下也算证实了泰国医院贵的传闻消毒一下竟然要泰铢	惊奇
在超黄蜂的研制过程中特别是在旋翼系统设计制造和试验工作中曾得到美国西科斯基公司的帮助主减速器由意大利菲亚特公司提供	无情绪
最近做事总是丢三落四迷迷糊糊今晚还整个后车门敞开就上楼了足足三个小时才被亲戚发现最可怕的是后座还放着单反幸好没被偷想起都心有余悸泪泪泪泪	恐惧
世界上没有任何一种爱可以比过妈妈对你的爱曾经我以为真的有可事实上除了妈妈世界上再也没有什么人可以有爸爸妈妈心疼你爱你关心你理解你	积极
遮遮掩掩就是欲盖祢彰瞒天过海总撕开真相眼见为虚耳听为实	无情绪
行测无论怎么做题目难易程度怎么样就卡在这个坎了	愤怒
我想吃臭豆腐麻辣烫烧烤啤酒炸鸡你为什么不让我吃	愤怒
我总是在大热天穿很多降温了又冻半死	悲伤
生气╰╯生气╰╯生气妈蛋永远不要和沟通代沟超级大的人说话	愤怒
去年的月日我在广电还是在市中心记者天天有不一样的新闻怀念电视台的食堂每天都有大块红烧肉二荤二素一汤还有酸奶水果	悲伤
美好的话语真的可以没有任何理由地让人心里暖暖的	积极
今天只挖了两车苗这个点还在拼命装车没人同情我我却同情起他来了快拍一下脑袋	惊奇
一直忘了说我有多感动可以拥有你珍惜你以及这份美好	积极
阳阳突然长大了昨晚居然自己洗苹果还要削苹果给爷爷吃后来阳妈帮忙削了苹果皮阳用碟子盛着端给了爷爷好可爱的小人	积极
英文演变造词网民造新词这个词虽然看上去是英语却体现了中西合璧的造词逻辑	无情绪
咦自打我伤心我的小微博阅读量太小之后阅读量就上升了好多新发的这条竟然一会儿就六千多了新浪微博帮我做了推广吗	惊奇
破坏森林的人请先想想如果那是你的家会怎样	愤怒
那些年我们追过的偶像剧是否全部中招哈哈最近我的少女时代看了让人春心荡漾～	积极
看了一中午家园联系手册腰酸脖子疼偷个懒在桌子上趴了十多分钟又被冻成狗这个世界简直是无爱了	悲伤
女的太傻太贱男的简直畜生不如难怪会走在一起太不是人了中国的法律远远跟不上国外的判这么轻千刀万剐都不为过	愤怒
一大早真想爆粗妹的不用培训也不提前一天通知人事部的人做事怎么都这么不靠谱害得人家起这么早	愤怒
个军营中最多能储存名士兵	无情绪
有个词叫：防御性医疗威胁一个人做事有两种可能对方按照你的意愿来战战兢兢冒着被打的风险去尝试有一定失败概率的治疗方案对方为了保全自己做一些中庸之举看似眼前太平实则拖延最佳治疗带来更大或不可逆隐患你是医生你选哪个这世界本来就没有应该和天职恶果是自己种的怪不得别人	愤怒
年高能天文台的发射使射线天文的视野扩展到河外天体	无情绪
三更半夜讨论新房的事不让人睡节奏嘛	愤怒
年世界杯拜拜中国中国足球狗屎不如	愤怒
每次经过路口都能看见好帅的交警啊	积极
爱一个人会时刻在意对方的感受会主动去关心会因为对方开心而开心不开心而不开心这是最基本表现吧爱是付出是无条件想对她好如果对方知道你想要的只是想得到多点的关心多点的在乎而已然而却无动于衷那该怎么解释呢是爱还是不爱	悲伤
下雪了有酒就去喝有爱就去爱一生那么短再拘谨几下就真的过去了心晚安	积极
几个月没睡一次好觉今天难得睡个尼玛电话不停来	愤怒
就算熟识最后也会比陌生更遥远但我还是想分分钟弄死他讨厌不懂珍惜的人更讨厌不珍惜别人劳动成果的人哼	愤怒
估摸着小雨开始进入七岁的温顺期了不似前阵子那样爱炸毛这两天更是乖到不行在我上楼前铺好床铺脱下的衣服也都一件件整齐叠好放在床头	积极
水下第一次睁眼发现新大陆一般爱	惊奇
乌恰的中午天好蓝乌恰的傍晚夕阳好美	积极
你是不是故意的你就说你是不是故意的	愤怒
村中随处可见精美的镏金匾额和楹联有武魁楼翰林第大夫第将军第都尉第等	无情绪
今天午饭前一个人在那榨果汁玩得不亦乐乎奶奶喊吃饭的时候还吓了一大跳果然吃货就连玩都是想到吃吃喝喝	积极
沃尼犸我实在是太讨厌下雨了	愤怒
妈蛋越看越不会本来会的睡一宿觉又不会了	愤怒
这个抱枕真的可爱到爆炸不是没有叫刘婷婷的都有我这么幸福	积极
朵朵爸爸也叫朵朵爸爸原名赵长萱哈尔滨市道里区河鼓街居民	无情绪
田中圭是我看见的第二个和我长一样痣的人但是第一个人居然命中两颗	惊奇
看了几遍最后还是忍不住转了哈哈哈	积极
隔壁喷漆气味太重了真心受不了～	愤怒
我曾发过一条火气特别大的微博说想拿枪突突人当时有这个想法时我正堵在双井桥上所以今天看精品得知李总的对不起只是忽然很想你竟然也是堵在双井桥上构思出来的我森森地羞愧了	悲伤
卧槽我对藿香正气水上瘾了怎么办	惊奇
税务局的某些工作人员是拿着人民的工资当着人民的主子	愤怒
着急用钱时候借出去一年多的钱的还不了艹	愤怒
时间是扇颠沛流离的大门平凡的我们注定孤独一生	悲伤
这周没带来学校上课记笔记就像瘾君子瘾发了到处找不到药一样	悲伤
所以说我不爱吃药悲傷单单一种药就一天一板的量悲傷然而感冒发烧的还要吃奇奇怪怪的五种药悲傷不想吃想藏起来还被大师兄和阿昱看着逼着吃悲傷我真的是想暴走	悲伤
身边人没有人知道闪闪的竟然说我家米诺颜不好看我也不想跟他计较了说了一大堆他也不懂来个闪窝安慰一下	愤怒
从西雅图回家了好开心	积极
早上叫醒我的不是闹钟不是梦想也不是肚子而是可恶的臭蚊子我就想知道你到底是有几层皮让身在北方的你现在还如此猖狂	愤怒
睡前朋友圈晒了火锅照引来一阵吐槽然后起如厕完事儿后尼玛竟然堵住了想到明天早上妹妹的那张鄙视的脸无奈拿了铁丝通了一个多小时终于搞定实在报应啊啊啊这一下非让我瘦五斤才行啊	愤怒
今天是个好日子心想的事儿都能成小贱人生日快乐哈哈应该叫你会长夫人	积极
气鼓鼓的動物河豚動物刚下班迎着寒风赶回家这公司真是够了本来就不景气还养了一堆脾气比本事大心眼比工资多的员工	愤怒
突然发现港剧好像很久没有出新剧了香港演员都跑到内地来发展了	惊奇
下午高速的大雾都这样了居然没有封闭	惊奇
世界上为什么会有英语这种恶心的东西存在	愤怒
分享图片广安市邻水县一村民在自家地里挖出一个重达斤巨型红薯	惊奇
在梦里拒绝了一个富帅现在醒过来心痛的无法呼吸	悲伤
特意去朋友家借了个手机暂用着没法拍照纪录腾少的每一个变化简直让我抓狂李森公司的手机还得等一个半月真心难熬啊	愤怒
祝屋里不像忙内的忙内屋里可爱宝屋里棒棒的生日粗卡粗卡诶哟	积极
五香萝卜炒腊肉丁将萝卜干和腊肉所有材料准备好腊肉事先用温水泡软青豆洗净沥干水分锅热放油：加入几粒花椒炒出香气加入姜末腊肉丁煸炒出油加入萝卜干继续煸炒使萝卜干浸入腊肉的油继续煸炒加入少许糖调味：加入青豆干辣椒继续煸炒出锅撒上青蒜冷凉热食	无情绪
年底开始在网络发表作品先以武侠成名后转入奇幻领域	无情绪
无比气愤本王咋不是四川湖南广东人	愤怒
〖圣米歇尔教堂〗圣米歇尔教堂是北德最漂亮的巴洛克风格的教堂它雄伟的钟楼以及它所处的独特的地理位置使它成为汉堡的象征登上教堂米高处的观景台汉堡的无限风光尽收眼底	积极
有急事要人帮忙却发现上的那么多号人物没有可以用得上的尼玛真是印证了关键时刻还是要靠自己这样的话一想到要去地狱楼求人做广告我就全身瘫软无力表面礼貌恭维小心翼翼内心翻滚每一个细胞都在抗议是不是真的要耶稣附体我才可以坦然走上楼不用一般的战战兢兢	愤怒
大清早被一個不知道哪裡來的野電話吵醒但是一看來電顯示各位浙江和江蘇的親友們我瞬間凌亂了	愤怒
想起有些事情我就尼玛不舒服很不舒服不舒服的很	愤怒
为一只蜗牛哭为一片树叶笑从远古传来的回音再也听闻不到	无情绪
上班好受打击却只能默默承受每天的心情都好复杂	悲伤
通过投影仪让静态的纹身动起来这个逼格有点高啊	积极
´っω･綾巴♪夢を死なせるわけにいかない更新啦最近更得很勤快哟	积极
心慌害怕如果不能做好那我就完了要被查水表了	恐惧
由于各国的企业和公司都快速的集中在这个地区因此与当地的住民产生的摩擦在所难免此外也有许多作乱的市民存在	无情绪
⃣️连拍我刚刚才发现球哥变成双眼皮了	惊奇
感觉有点发热的迹象不知道是真发烧了还是看题烧脑呢	惊奇
天灯水灯泰拳马杀鸡宁曼路充满体验感的清迈偶来了	积极
最佳旅游时间曲阜四季皆宜旅游	无情绪
如果某一件事：你觉得自己可以做到那么你大概可以做到如果某一件事你觉得自己做不到那么你永远不可能做到——黄桐总有一次哭泣让人瞬间长大	积极
晚上听了近小时的课真的是受益匪浅好久没有上课的感觉了岚岚老师讲的很好很全面	积极
我知道我这段时间膨胀的原因了以前无论吃很多都没什么变化现在大妈们说在社区工作的美少女都会膨胀成一位大妈都重了斤奔三位数的节奏了	悲伤
今天目睹了胖子追尾心有余悸难怪胖子说我心理素质差人没事就好他中午要出发去南通希望他路上平平安安的	积极
又要一个人值班到九点到家都十点了明早还要七点半起床洗头发好烦躁	愤怒
跟了我好多年的小尾巴被百度河蟹了·····默哀一分钟·····	悲伤
心理测试你性格中的缺陷如果你突然中了一百万的彩票：你最想做什么事呢	无情绪
家里的乌龟越狱了啥时候从犄角旮旯里爬出来呢	惊奇
好想你啊奶奶以后每天给你打电话❤️❤️❤️	积极
什么特么鬼玩意儿第一次登录清卡提示错误退了重登还没登上去呢就显示清卡成功了我啊慢都忍了你半夜抽哪门子疯啊你也要自己循环	愤怒
这世上怎么那么多所谓混吃混喝的朋友呢还都偏偏被我遇到	愤怒
今晚下班最早一天已经到家了呵呵争分夺秒洗洗睡了	积极
我长这么几岁第一次知道在医院拍片会影响怀孕到个月不能受孕	惊奇
真的非常非常讨厌这无休无止的雨	愤怒
倚老卖老的老女人不想和你吵也不想理皮你看你怎么死吧	愤怒
办事处到处是傻逼打电话不知道找谁问一百遍你是谁都不知道怎么当官的酒囊饭袋	愤怒
马得一群神经病脑袋里全是米田共	愤怒
夏洛一梦笑成麻花笙歌散尽凄凉甚不如惜取眼前人	恐惧
尹姓歌手吸毒被北京警方查获尹相杰上次涉毒刑满释放没多久吧	无情绪
阿里旅行双股市有风险但我们不要惧怕风险懂得风险警惕风险管理风险控制风险因而规避打风险股市最大的风险是无给我们控制风险（改正错误）的机会因此每次成功卖出（不论是盈利还是止损）我们都要感谢上帝	积极
性格古怪不按常理出牌的她做起司徒家主母楼氏反置之死地而后生	积极
为了躲避限号点前就奔出来了结果在小路里堵了一会儿上了二环都点分了运气好的话不会被拍到吧担心	悲伤
说不难过是假难过的是到现在还保留着她的东西	悲伤
不想承认自己双商都低但事实就是这样	悲伤
又出来吃垃圾食品了有毒以后不能吃可以管住自己吗	悲伤
你是有多不要脸哪钱留着给你买花圈吧我不要了一大早影响心情	愤怒
同事说我的脸圆的像个球了心里有什么东西在奔腾然后心碎了	悲伤
发誓明天不熬夜虽然前天也是这么想的	无情绪
对于一个言而无信死不悔改的人来说冷漠或许是最好的归宿无止境的冷漠	悲伤
你看别人不顺眼时别人看你也未必顺眼气死本宝宝了呼	愤怒
沪一女子带小孩在商场餐厅内大便不顾他人感受边吃边拉非人类	惊奇
打了四天针了还不见好转医生说是情绪不好引起的想想也是够糟糕的谈个恋爱最后什么没得到还给自己捞一身病青春事业都耽误了最后还分手了	悲伤
想买的衣服犹豫了一下就没了没了之后就更想要了哭死去了	悲伤
现场检查时检查人员不得少于人并向担保机构出示检查通知书和相关证件	无情绪
为的内心极度不爽我靠好想骂脏话太没道德的人了	愤怒
左边牙刚好右边又开始疼了等天亮去医院接受拔牙前的洗礼	悲伤
明天要考试今晚居然失眠失眠	愤怒
强烈要求对居民区深夜长按喇叭的车主进行罚款不然祝他们时不时大半夜被喇叭吵的睡不着	愤怒
毫无征兆的摆谁受得了崩溃的边缘爱咋咋吧	愤怒
刚吃完一个冰激凌的时候感觉倍儿高兴可是现在肚子疼整个人都不好了	悲伤
女生不要把男朋友介绍给闺蜜认识因为你闺蜜不喜欢他你们会分手；你闺蜜喜欢他你们也会分手真理啊	愤怒
最讨厌你们一副让我来拯救你的模样	愤怒
拉着宝宝的手不用力她也能自己慢慢坐起来像练仰卧起坐一样	积极
最近有点黑白颠倒的感觉啊玩的很开心晚安小宝贝儿	积极
时间过得还挺快生日快乐吧祝你自此一生平安	积极
今天复试没过被辞了好伤心求安慰	悲伤
年海王获批国家高技术研究发展计划成果产业化基地	无情绪
年月日在克罗地亚国际田联洲际杯赛暨世界杯赛首日的比赛中岁的李艳凤掷出了米的成绩勇夺女子铁饼冠军	无情绪
整理照片才发现三亚这么美每去到一个曾经觉得遥不可及的地方都觉得人生丰富了一点圆满了一点遗憾少了一点看照片都觉得好幸福	积极
平板居然可以登但是密码被改了你妹哪个哪个改的	愤怒
我淘宝店的第一个粉丝晚安啦～	积极
淘宝你个大骗子说好的呢	愤怒
把以前不用的手机拿出来同时按下说一遍感觉很棒	积极
佩兰还能国足肢解成啥狗样了要不要王大雷打前腰	愤怒
明明进了的明明进了的明明进了的破裁判	愤怒
昨晚我们三口一块做手工好遗憾忘记给我们的大树和啄木鸟拍照中途辰宝拿起我们丢到一边的卡纸说：爸爸妈妈快看向右向右向右长颈鹿你看这是它的脖子好长我们俩定睛一看你别说还真像长颈鹿孩子的世界多么奇妙充满神奇的想象力像他们学习	积极
为什么会有开小号的这种网络败类还会自导自演太恶心	愤怒
大早晨的就把我亲手种的花偷走了	愤怒
原来少年说并不是千玺第一次打架子鼓我竟然现在才知道你真是太棒了	积极
影片制作出品公司：大观声片有限公司；	无情绪
妈呀吓死宝宝了于是赶紧去囤了两块我正想买呢卧槽虽然蜜粉比较便宜囤两块吧惊恐惊恐惊恐惊恐惊恐	恐惧
我都不相信这就是我自己现在的手机自带的相机真是太厉害了	惊奇
下楼喝杯咖啡☕️看见楼下很多警察头像以为发生什么事了后来问了才知道中国台湾的高官人员住我家楼上他们说是跟习爷爷过来参加峰会感觉菲律宾太小题大作了全部封路根本出不去	惊奇
我们总是想着往前大步走由于走的太快太急不小心回头看了下好像又回到了原点	悲伤
呵呵呵呵呵还有点改好的稿子六点前至少要背出来七篇真是想吃大便样的	愤怒
坑爹的双十一快递慢的要死还要涨价金钱	愤怒
几个月才养白了一丢丢今天下午三十几度去跑个步直接黑成狗	愤怒
女子刚怀孕岁婆婆要一起做月子	惊奇
佩兰滚蛋一个个的都别回来过年了快别踢了进强也丢人	愤怒
昨天土豪医生同学给我把了脉很肯定说是男孩我是多么想要个女孩啊对了你们那里长辈会不会重男轻女啊	悲伤
要么你留下来要么带我一起走我要是也能这么任性就好了出差什么的最讨厌了	悲伤
雯珺碎碎念临睡前被老妈唠叨收拾了供菩萨的香碗从去年年底开始我家的香碗从中间就插不进去了香我也没在意（知道我有多懒了吧）刚才倒香灰突然发现我家的香碗里竟然插着两枚硬币惊恐惊恐惊恐惊恐惊恐惊恐吓死本宝宝惊恐惊恐惊恐惊恐不知道是谁插进去的惊恐惊恐惊恐惊恐惊恐惊恐惊恐	恐惧
学院将进一步加强与政府部门企事业单位和社会各界的合作为社会培养各类高层次应用型人才积极推动经济和社会发展	无情绪
睡觉之前仿佛能听见有人和我说话又像是我自己的声音又像是别人的心惊的很果然做了一个超级恐怖的噩梦一觉醒来发现窗外在下雨我在家	恐惧
呵呵国家终于想到我们南方人了好吭晚了老娘已经挨冻了年了	愤怒
用纸书写着自己的故事在舞台上演绎着人生四季四季如春也如雨四季如歌也如风每个人都有自己的人生都怀揣着对未来的憧憬与向往	积极
本在那挑书导购小哥满脸笑容帮我找到好多书说这些都是你的我瞄了一眼不可思议的想他怎么知道我的	惊奇
从看到这本书的那天起宝宝就很兴奋一直拍拍打打挠挠的今天终于知道原因了原来她想吃掉这本书	积极
昨晚看两天一夜笑岔气了；尤其吃面这一段	积极
特么老子心情不爽去吃吃吃买买买不过了	愤怒
仔兽是优秀的战斗种族拥有隐藏的力量装甲进化时能发挥出爆发性的力量	无情绪
年月为香港特区行政会议非官守议员	无情绪
刚玉层维氏硬度高达—（洛氏硬度为）相当于钨钴硬金	无情绪
年末生猪存栏头比上年增加头；	无情绪
冷清的校园冷清的街道扑面而来的冷风冷冷的气息弥漫在校园之中热闹的估计也只有这一群小家伙了话说你们不怕冷吗	积极
见光死的爱情让家人操碎了心太不孝了	悲伤
白羊春天调理便秘立竿见影客户因为产后一直便秘后面导致肛裂脑补下便秘到肛裂得有多痛苦啊大哭体内堆积的毒素可想而知有多恐怖惊恐而且吃药是根本好不了的只会给肠胃造成更大负担这里提醒下便秘的妞们请重视起来好不不管不顾只会往更差的方向发展请选择白羊春天这种不入口的方式来调全文	无情绪
走了的人勿念留下的人珍惜眼前的事做好人生岂止爱与恨	积极
还在吃土才买不久的自行车在学校却被偷了求重新买车	悲伤
（十）负责全区相关科技评估管理软科学研究科技信息档案保密成果市场宣传和科技统计工作	无情绪
我不曾起初要辜负任何人又何惧别人口中的我	悲伤
我家孩子们帅到韩国我咋这么不开心让我安静的哭一会	悲伤
号划款网络问题申报期延迟凭什么扣我滞纳金你们税务局就这样吗	愤怒
快递爆仓上周五发的货我的买家说这箱货去星星閃亮上了新月真的慢啊～但是它至少已经到上海了该庆幸吗要不是搬不动真想奔到快递公司去	愤怒
成都的朝霞好美腻还有条状的云轨迹你看到了吗	积极
说句大礼和一句谎言就想永远无法无天恐怖屠杀下去用一些杀人得来大礼和谎言就能震惊恐怖屠杀那么久掩盖那么多人间悲惨你为何是这样一个可怕无法无天国家中国你为何是个恐怖杀人者如此自由疯狂天堂为何这么久的呼救没警察来救为何不把你看到非法让人看看来帮制止还让他灾难疯狂下去	愤怒
最近疯了似的想他想他想他很想他	悲伤
被折腾了一上午突然被美女逆袭惊呆了	惊奇
莫慌主席说所有的锅给他背本以为上午出了一身汗之后就是前景光明然后晚上的现实把我拍死在沙滩上原来我的话全是推波助澜的挫败不喜欢这毫无规律的安排问今天早练为什么要取消竟然回我这不需要原因一看就是酒后做出的决定我以后只能周二见想想就心酸	悲伤
室友居然都这么早睡觉了还告诉我明天早上点起来搞论文	惊奇
徐祖诒小时候当时由于家境窘迫少小离家先后考入吉林陆军小学清河陆军第一预备学校学习军事	无情绪
这清空一气的环境正宜于独栖禅室面壁静参万有归无的空观与二三子相聚讲堂共析疑义悟解佛门至深至玄的妙理	无情绪
学校占地面积亩总建筑面积平方米	无情绪
回乡后的陈本深十分关心家乡父老的生活关心农业收成	积极
最近小宝特别依赖妈妈只要看不到我就会哇哇大哭起来还不停的喊着爸爸在身边完全无视爸爸好丧心哦	悲伤
从此日本进入了战国时代足利将军家的地位一落千丈	无情绪
你也许是我得不到的温柔我也许是你不想要的以后遗憾总会有心酸难受或者泪流毕竟爱了很久倒数第一百零二天	悲伤
他还就某些人怀疑国共两党是否有诚意合作等问题作了详尽的解释	无情绪
我真是滿心就是剩下了我手賤我他媽再也不想碰更新了的想法了氣憤氣憤氣憤鬼不知道出問題了啦修復不了啊根本（）明明更新前還能上網更新完了就不能了什麼啦所以說首頁有人知道怎麼辦嗎不能的話我可能明天要跑去修了（）	愤怒
有点事就让它顺其自然吧走自己的那条未知之路	积极
还能不能好好工作啦今天公司突然来这么多人～我一个犯肠炎的人厕所都上不安稳刚进厕所就来敲门刚进就敲门刚进就敲门（这不是什么重要的事说三遍老娘上厕所全跟着上厕所一泡分三次拉我要骂人了）	愤怒
几年没发过围脖了为啥还有个粉丝	惊奇
讨厌所有不按剧本走的人讨厌讨厌讨厌	愤怒
依法管理水文地质工程地质环境地质城市地质农业地质旅游地质勘查和评价工作监测监督防止地下水过量开采和污染	无情绪
主要危害水稻小麦棉花等作物	悲伤
不会发面的我居然买了一块面板我自己都搞不清自己了	无情绪
这里花影三分钟热度的恋爱体质	无情绪
我觉得有些人渣是精虫上脑了吧有本事应该自己去追嘛	愤怒
一到晚上就精神好白天就是个死人作息时间怎么都改不过来啊烦死了	愤怒
一个是十多年没见的小学同学说今天他们几个男生聚来着他告诉我其中有个男同学初恋是我我感到震惊因为印象没有和他说过太多话万万没想到的我真是太惊喜	积极
我最害怕的事情就是对我很好的人慢慢的就对我不好了	恐惧
晚上朋友说要我去她那儿吃面然后加一句带上碗筷	惊奇
尼玛某人单位总算把检查安排大致定下来了可以规划周末出行了办事拖拉害劳资买机票都多花了	愤怒
一帮女人叽叽喳喳好多只鸭子飞过	愤怒
我再也不玩部落冲突了	愤怒
不是人人都能活的低调可以低调的基础是随时都能高调	悲伤
脏象学说是研究脏腑形体官窍的形态结构生理活动规律及其相互关系的学说	无情绪
等了一上午结果是不存在饿的也是晕了这个点才吃饭已经不在状态了一个人的郁闷真难理解	悲伤
天下之花的尼桑吓我一跳冷系贵公子唱起歌来怎么人格分裂了是因为我只看了第一话吗	惊奇
分享图片的后期流程跟系列其他几款机型一样记录与传输导入素材但是为什么我前个素材总是认不到数字影像工作流程大师救命阿	愤怒
起码这一刻还是有点触动的虽然还谈不上感动我们并不熟只是一个协会的只在聚餐的时候开会的时候见过我问了一个我以为你知道答案的我不懂问题我以为你说了不知道就完了最后发现你立刻就去问了别人然而我们并不熟	积极
现在真的是最厌烦别人吃东西吧唧嘴尼玛不是嘎嘣脆就是真的是够了怎么克服	愤怒
人生有时很难懂其实最难懂的是如何保持一颗不变的心	悲伤
小太阳看到向日葵脸红羞羞哒啊哈哈	积极
睡了整整三天胖了整整五斤	惊奇
视频看到一半后半段没法看抓狂了一晚上如果我的申论考不好就赖这个视频	愤怒
要骂人了楼下一阵躁动把我吵醒了讨厌死了	愤怒
下町ロケット没有字幕组接手吗生肉资源都没看到	无情绪
央视在今天这个时点发这个让我觉得有点恐怖害怕震惊震惊	恐惧
见过走人夫送酒送烟的没见过送鞋的	惊奇
今天是水逆嗎先是衣服都換好了突然就被爽約	愤怒
年月×吨平炉停产	无情绪
那个讨论某女的高楼页提到某退役人士立刻排楼不要提其他人怎么说没感觉吧首先有路人但是最多的是成都那会连续好几个晚上看到树洞贴那种心惊胆战是真正的害怕的要哭出来轻描淡写的说着触目惊心的话那才是恐怖片	恐惧
因为怕受伤害所以大家都喜欢上了开玩笑用一种看上去不正经的状态来表达内心情感打着玩笑的幌子让不如意的事情翻篇看上去每个人都进行了自我保护实际上安全感却日益稀薄我很怀念自己的小时候那个说喜欢你就是真的喜欢你的年代	积极
年月夏曦欧阳笛渔欧阳泽等地下党员在兰溪全家堤建立湖南省第一个中共农村支部	无情绪
未来中国将会有亿穆斯林人口我们的后代将会在未来战战兢兢的生活	恐惧
操作系统正式更名为系统有了一个全新的名字	无情绪
但今天为止我的未完人生中只是痛彻心扉的爱过却没有被不计一切的被爱过～	悲伤
现在到底是夏天还是冬天尼玛好热啊	愤怒
我船校的快递给我寄到九院去害我找半天变色龙	愤怒
听雪结冰的声音耳语不声不响的感情	无情绪
看了下巡礼很失望提的起兴趣看的真没几部了不想看洪永城不想看王浩信	悲伤
透氧性（值）：是指镜片通透氧气的能力不同镜片的透氧性差异较大与材料和镜片厚度有关	无情绪
也真是好看到没谁了太喜欢了后悔这么晚才看	积极
紧张和害怕一样吗要孩子到底是为了啥担惊受怕的邢台·隆尧县	恐惧
我们家暖气片烫手为什么我还觉得冷	惊奇
没想到小孩的一句回答会一起小讨论哦	惊奇
佩佩妞：之吃吃喝喝减肥彻底失败了失败了失败了	愤怒
啊～休息的时候我愿化为一块大饼就这样静静摊在床上一动也不动刷刷微博看看盆友圈就是可恶的隔壁家装修	愤怒
小官官官友友们股得起勇气吗我是害怕了爱心传递	恐惧
刚刚差点五杀了艹要不是剑圣抢了我四个人头妈的	愤怒
圆通爆炸狗带每次都私自签收我的东西我根本没收到货打电话还理直气壮说帮我签收了我让你签收了吗你付的了签收的责任吗	愤怒
就这一个宝她能依赖你的婴童时期很短暂所以该抱就抱该亲就亲想怎么爱就怎么爱绝不能狠心让她受委屈别等以后她不会再依赖你嫌你麻烦的时候追悔莫及这些都是在我没生她之前完全不会想的母爱打败了理性磨平了性格这种爱胜过一切	无情绪
一直想看的电影大许昌居然没有上排片一天就一场老娘赶不上	愤怒
嗯除了感动也说不出别的我家姑娘本就是个羞涩的姑娘跟我说一直都走心所以对于浪漫这种事不太拿手不过在一起两个半月你变的越来越温柔以后也牢牢的握着你的手不离不弃我爱你嗯越来越爱挑东西的眼光就跟你挑人似得我很喜欢	积极
来点正能量有木有武则天的赶脚	积极
对团员来说团员不需要和商家接触不需要讨价还价等	无情绪
肚子疼早晨在家沏好了玫瑰花枸杞红糖茶出门又一次忘记拿我该喝点加强记忆的茶了	悲伤
我昨天吃了顿饭每一顿都吃的很饱最后一顿离现在也就不到个小时然而然而我现在饿晕了	悲伤
气死我了广告贴在哪里啊有没有素质	愤怒
相识相知相恋四年终究还是结束啦心碎心碎心碎还能相信感情嘛惊恐惊恐惊恐只想找个可以简简单单全心全意一直陪在身边的人渺茫紧张紧张紧张害怕心形礼物广汉市	悲伤
在所有物是人非的景色里寒来暑往多少回其实你所中意的从来没变过慶祝	愤怒
每次执完勤脚就像针扎的一样疼破高跟鞋我就不信了我还驾驭不了你了	愤怒
心情不好的时候妆不想画老板说我是不是病了	悲伤
